X,Y,OBJECTID,BSID,LNG,LAT,X_COORD,Y_COORD,STATUS,ROUTES,STOPNAME,DIR,GPS_YEAR,GPS_DATE,DISTANCE_FROM_STREET,BETWEEN_STREET_DISTANCE,Z_ELEVATION,DISTRICT,CITY,PARCEL_ID_NUMBER,POSTAL,PID,COUNTY,LOCATION,TEAMBOUNDARY,PICTURE,SE_ANNO_CAD_DATA,CORNER,RUNBOARD,COMMENTS,ON_STREET,AT_STREET,BETWEEN_STREET,STATION_ID,HUBABBR,HUBNAME,SBOARDS,STOPNAME_BSID
-11697846.6434,4889872.729,7928695,26640,-105.08353412,40.16447213,3116410.12404,1849327.13679,active,323,Alpine St & E 4th Ave {1103},N,2007,2007/01/22 00:00:00+00,30,,0,I,Longmont,,80501,0,Boulder,N,North,,,SE,,,Alpine St,4th Av,,,,,0,Alpine St & E 4th Ave {1103} (Stop No. 26640)
-11690147.2088,4832483.475,7928696,21463,-105.014369,39.769359,3136512.36850279,1705484.27043606,active,38,W 38th Ave & Wyandot St,W,2002,2002/03/01 00:00:00+00,50,,0,C,Denver,,80211,0,Denver,N,West,,,NE,,,W 38th Av,Wyandot St,,,,,0,W 38th Ave & Wyandot St (Stop No. 21463)
-11663532.1797,4864019.3303,7928697,24344,-104.77528214,39.9867595,3203087.45269,1785126.02472,active,520,Bridge St & Sierra St {1201},E,2008,2008/05/12 00:00:00+00,75,0,0,K,Brighton,,80601,0,Adams,F,North,,,SE,,,Bridge St,Sierra St,,,,,0,Bridge St & Sierra St {1201} (Stop No. 24344)
-11662666.1268,4864057.2924,7928698,24345,-104.76750225,39.98702076,3205266.7952,1785238.68517,active,520,Bridge St & 42nd St {1201},W,2010,2010/09/28 00:00:00+00,50,,0,K,Brighton,,80601,-1,Adams,F,North,,,NW,,AUGUST 2010,Bridge St,42nd St,,,,,0,Bridge St & 42nd St {1201} (Stop No. 24345)
-11699282.2033,4848824.9229,7928699,24349,-105.09643,39.882099,3113262.49403959,1746440.01015546,active,76,Wadsworth Pkwy & W 102nd Ave {1105},S,2002,2002/03/01 00:00:00+00,140,,0,L,Westminster,ROW,80021,0,Jefferson,N,North,,,NW,,MVD-3-4-99 PER C-DOT 50` N/S,Wadsworth Pkwy,W 102nd Av,,,,,0,Wadsworth Pkwy & W 102nd Ave {1105} (Stop No. 24349)
-11666083.1568,4831396.1602,7928700,24352,-104.798198,39.761851,3197298.80681786,1703146.52537048,active,37,32nd Ave & Lewiston St,E,2002,2002/03/01 00:00:00+00,150,,0,B,Aurora,,80011,0,Adams,F,East,,,SE,,GATEWAY PARK,E 32nd Av,Lewiston St,,,,,0,32nd Ave & Lewiston St (Stop No. 24352)
-11666072.8061,4831421.3564,7928701,24353,-104.798105,39.762025,3197324.46184153,1703210.10879535,active,37,32nd Ave & Lewiston St,W,2002,2002/03/01 00:00:00+00,150,,0,B,Aurora,,80011,0,Adams,N,East,,,NE,,GATEWAY PARK,E 32nd Av,Lewiston St,,,,,0,32nd Ave & Lewiston St (Stop No. 24353)
-11692325.8451,4827204.3986,7928702,25202,-105.03394,39.732899,3131079.08499866,1692174.32530927,active,9,W 10th Ave & King St,E,2003,2003/05/01 00:00:00+00,125,,0,C,Denver,,80204,0,Denver,N,West,,,SW,,,W 10th Ave,King St,,,,,0,W 10th Ave & King St (Stop No. 25202)
-11681580.693,4820139.0846,7928703,26459,-104.9374147,39.68407215,3158336.58958,1674542.4551,active,46,S Bellaire St & Colorado Ave,S,2006,2006/05/01 00:00:00+00,90,,0,A,Denver,,80222,0,Denver,F,East,,,SW,,,S Bellaire St,E Colorado Ave,,,,,0,S Bellaire St & Colorado Ave (Stop No. 26459)
-11680948.6495,4819812.0888,7928704,26461,-104.93173696,39.68181152,3159939.69148,1673728.95651,active,46,S Dahlia St & Jewell Ave,S,2006,2006/05/01 00:00:00+00,90,,0,A,Denver,,80222,0,Denver,F,East,,,SW,,,S Dahlia St,E Jewell Ave,,,,,0,S Dahlia St & Jewell Ave (Stop No. 26461)
-11713547.5775,4865948.8826,7928705,22807,-105.224578,40.000039,3077167.45220212,1789270.7497331,active,225,Baseline Rd & 55th St,E,2002,2002/03/01 00:00:00+00,125,,0,O,Boulder,,80303,0,Boulder,F,North,,,SE,,,Baseline Rd,55th St,,,,,0,Baseline Rd & 55th St (Stop No. 22807)
-11713377.6577,4865966.9522,7928706,22809,-105.22305161,40.00016333,3077594.97646,1789317.34465,active,225,Baseline & Meadow Glen Dr,W,2010,2010/05/24 00:00:00+00,90,,0,O,Boulder,,80303,0,Boulder,F,North,,,NW,,MAY 2010,Baseline Rd,Stonewall Pl,,,,,0,Baseline & Meadow Glen Dr (Stop No. 22809)
-11716785.1944,4867884.4059,7928707,22509,-105.253662,40.013357,3069005.59196982,1794099.19512314,active,"J, BOND",30th St & Marine St,N,2002,2002/03/01 00:00:00+00,75,,0,O,Boulder,,80303,0,Boulder,N,North,,,SE,,,30th St,Marine St,,,,,0,30th St & Marine St (Stop No. 22509)
-11703106.587,4892444.9715,7928708,22518,-105.130785,40.182128,3103176.53842913,1855702.66837178,active,"326, LX, J, BOLT, LD",Hover St & Mountain View Ave {1103},N,2002,2002/03/01 00:00:00+00,175,,0,I,Longmont,,80501,0,Boulder,F,North,,,NE,,,Hover St,Mountain View Av,,,,,0,Hover St & Mountain View Ave {1103} (Stop No. 22518)
-11703108.2572,4892897.4021,7928709,22519,-105.1308,40.185233,3103167.74923046,1856833.91609602,active,"326, LX, J, BOLT, LD",Hover St & 15th Ave {1103},N,2002,2002/03/01 00:00:00+00,65,,0,I,Longmont,,80501,0,Boulder,F,North,,,NE,,,Hover St,15th Av,,,,,0,Hover St & 15th Ave {1103} (Stop No. 22519)
-11702714.6333,4894470.3548,7928710,22521,-105.127264,40.196027,3104139.69366209,1860770.61203681,active,"326, LX, J, BOLT, LD",21st Ave & Frontier St {1103},E,2002,2002/03/01 00:00:00+00,90,,0,I,Longmont,,80501,0,Boulder,F,North,,,SE,,,21st Ave,Frontier St,,,,,0,21st Ave & Frontier St {1103} (Stop No. 22521)
-11701772.9785,4894402.2958,7928711,22523,-105.118805,40.19556,3106503.77619316,1860610.27277977,active,"326, LX, J, BOLT, LD",21st Ave & Vivian St {1103},E,2002,2002/03/01 00:00:00+00,90,,0,I,Longmont,120528430011,80501,0,Boulder,F,North,,,SE,,,21st Ave,Vivian St,,,,,0,21st Ave & Vivian St {1103} (Stop No. 22523)
-11715024.8005,4869130.5579,7928712,22525,-105.23784813,40.02193015,3073426.43755,1797234.86894,active,FF,Pearl Pkwy & Pearl East Cir E,E,2010,2010/03/12 00:00:00+00,80,,0,O,Boulder,,80301,0,Boulder,F,North,,,SE,,,Pearl Pkwy,Pearl East Cir,,,,,0,Pearl Pkwy & Pearl East Cir E (Stop No. 22525)
-11678516.3215,4830901.9216,7928713,18222,-104.909887,39.758438,3165908.04488979,1701680.02855864,active,28,29th Ave & Newport St,W,2002,2002/03/01 00:00:00+00,145,,0,B,Denver,,80207,0,Denver,F,East,,,NW,,,E 29th Ave,Niagara St,,,,,0,29th Ave & Newport St (Stop No. 18222)
-11698206.2967,4812330.8541,7928714,17073,-105.086765,39.630071,3116392.57354515,1654646.53781758,active,"76, 35",S Wadsworth Blvd & W Layton Ave,NE,2002,2002/03/01 00:00:00+00,75,,0,N,Denver,CNTY_DNVR,80123,0,Denver,F,West,,,NE,,,S Wadsworth Blvd,W Layton Ave,,,,,0,S Wadsworth Blvd & W Layton Ave (Stop No. 17073)
-11697613.9649,4821380.2353,7928715,17076,-105.081444,39.692652,3117786.26000486,1677448.84112307,active,"76, 14",S Wadsworth Blvd & W Louisiana Ave,N,2002,2002/03/01 00:00:00+00,65,,0,D,Lakewood,ROW,80232,0,Jefferson,N,West,,,SE,,,S Wadsworth Blvd,W Louisiana Ave,,,,,0,S Wadsworth Blvd & W Louisiana Ave (Stop No. 17076)
-11672969.7164,4827194.1222,7928716,10120,-104.860061,39.732828,3179981.92863536,1692446.14699425,active,10,11th Ave & Joliet St,E,2002,2002/03/01 00:00:00+00,90,,0,E,Aurora,,80010,0,Arapahoe,F,East,,,SE,,STOP MVD 20` EAST,E 11th Ave,Joliet St,,,,,0,11th Ave & Joliet St (Stop No. 10120)
-11673022.5942,4827208.5954,7928717,10121,-104.860536,39.732928,3179848.08136697,1692481.63219289,active,10,11th Ave & Joliet St,W,2002,2002/03/01 00:00:00+00,75,,0,E,Aurora,,80010,0,Arapahoe,F,East,,,NW,,,E 11th Ave,Joliet St,,,,,0,11th Ave & Joliet St (Stop No. 10121)
-11672622.8436,4827210.3324,7928718,10122,-104.856945,39.73294,3180857.99579012,1692493.13235454,active,10,11th Ave & Lansing St,W,2002,2002/03/01 00:00:00+00,75,,0,E,Aurora,,80010,0,Arapahoe,F,East,,,NW,,,E 11th Ave,Lansing St,,,,,0,11th Ave & Lansing St (Stop No. 10122)
-11698305.9267,4812277.2279,7928719,17075,-105.08766,39.6297,3116141.10121413,1654510.25518153,active,"76, 35",S Wadsworth Blvd & W Layton Ave,SW,2002,2002/03/01 00:00:00+00,75,,0,N,Denver,CNTY_DNVR,80123,0,Denver,F,West,,,SW,,,S Wadsworth Blvd,W Layton Av,,,,,0,S Wadsworth Blvd & W Layton Ave (Stop No. 17075)
-11688522.9443,4829845.1802,7928720,25424,-104.999778,39.75114,3140650.44559981,1698869.95865152,active,MALL,16th Street Mall & Wazee St,NE,2003,2003/05/01 00:00:00+00,75,,0,A,Denver,,80202,0,Denver,N,West,,,S,,,16th St,Wazee St,,,,,0,16th Street Mall & Wazee St (Stop No. 25424)
-11688632.7062,4829942.913,7928721,25425,-105.000764,39.751815,3140371.8575943,1699114.31253076,active,MALL,16th Street Mall & Wynkoop St,NW,2003,2003/05/01 00:00:00+00,75,,0,C,Denver,,80202,0,Denver,N,West,,,NW,,,16th St,Wynkoop St,,,,,0,16th Street Mall & Wynkoop St (Stop No. 25425)
-11696047.702,4838318.1818,7928722,20263,-105.067374,39.809634,3121542.752824,1720080.00940485,active,72,Lamar St & W 62nd Ave,S,2003,2003/05/01 00:00:00+00,172,,0,L,Arvada,ROW,80003,0,Jefferson,F,North,,,SW,,,Lamar St,W 62nd Av,,,,,0,Lamar St & W 62nd Ave (Stop No. 20263)
-11696049.259,4837981.5512,7928723,20264,-105.067388,39.807311,3121542.84936691,1719233.78140602,active,72,Lamar St & W 61st Ave,S,2010,2010/03/15 00:00:00+00,90,,0,L,Arvada,ROW,80003,0,Jefferson,F,North,,,SW,,,Lamar St,W 61st Av,,,,,0,Lamar St & W 61st Ave (Stop No. 20264)
-11685738.1766,4846189.9824,7928724,23185,-104.974762,39.863933,3147446.71515623,1739997.02290698,active,93L,Eppinger Blvd & Ogden St {1203},NE,2002,2002/03/01 00:00:00+00,75,,0,K,Thornton,,80229,0,Adams,F,North,,,NE,,,Eppinger Blvd,Ogden St,,,,,0,Eppinger Blvd & Ogden St {1203} (Stop No. 23185)
-11684048.5708,4846633.6378,7928725,23187,-104.959584,39.866992,3151700.85986869,1741136.34660585,active,93L,Gaylord St & Eppinger Blvd {1203},N,2002,2002/03/01 00:00:00+00,75,,0,K,Thornton,,80229,0,Adams,F,North,,,NE,,THORNTON OLD REC CTR,Gaylord St,Carrol Ct,,,,,0,Gaylord St & Eppinger Blvd {1203} (Stop No. 23187)
-11681913.4614,4849051.8137,7928726,23191,-104.940404,39.883663,3157047.4264107,1747241.8759173,active,93L,Colorado Blvd & 104th Ave {1203},S,2002,2002/03/01 00:00:00+00,250,,0,K,Thornton,,80229,0,Adams,F,North,,,SW,,,Colorado Blvd,E 104th Ave,,,,,0,Colorado Blvd & 104th Ave {1203} (Stop No. 23191)
-11681909.1218,4848181.7178,7928727,23192,-104.940365,39.877665,3157071.83147899,1745056.97954155,active,93L,Colorado Blvd & 100th Ave {1203},S,2002,2002/03/01 00:00:00+00,75,,0,K,Thornton,,80229,0,Adams,N,North,,,NW,,,Colorado Blvd,E 100th Ave,,,,,0,Colorado Blvd & 100th Ave {1203} (Stop No. 23192)
-11682512.0276,4848195.4991,7928728,23193,-104.945781,39.87776,3155551.5395288,1745082.26743484,active,93L,100th Ave & Madison St {1203},W,2002,2002/03/01 00:00:00+00,75,,0,K,Thornton,,80229,0,Adams,F,North,,,NW,,,E 100th Ave,Madison St,,,,,0,100th Ave & Madison St {1203} (Stop No. 23193)
-11685526.7826,4846225.2253,7928729,23194,-104.972863,39.864176,3147979.28970065,1740088.63075345,active,93L,Eppinger Blvd & Hoffman Way {1203},SW,2002,2002/03/01 00:00:00+00,75,,0,K,Thornton,,80229,0,Adams,F,North,,,NW,,,Eppinger Blvd,Hoffman Wy,,,,,0,Eppinger Blvd & Hoffman Way {1203} (Stop No. 23194)
-11668791.3385,4824035.3967,7928730,21050,-104.822526,39.711003,3190597.68984218,1684572.79293139,active,"3L, 3, 6",Alameda Ave & S Blackhawk St,E,2002,2002/03/01 00:00:00+00,100,,0,F,Aurora,,80012,0,Arapahoe,F,East,,,SE,,AURORA MALL N,E Alameda Av,S Abilene St,,,,,0,Alameda Ave & S Blackhawk St (Stop No. 21050)
-11702726.2043,4829309.9016,7928731,21060,-105.127368,39.747443,3104780.95311749,1697350.91721272,active,20,W 20th Ave & Routt St,W,2002,2002/03/01 00:00:00+00,75,,0,M,Lakewood,ROW,80215,0,Jefferson,F,West,,,NW,,,W 20th Av,Routt St,,,,,0,W 20th Ave & Routt St (Stop No. 21060)
-11706510.2876,4828413.8773,7928732,21061,-105.161361,39.741254,3095230.86052645,1695059.04943376,active,20,Denver West Pkwy & Denver West Blvd,SW,2002,2002/03/01 00:00:00+00,90,,0,L,Applewood,ROW,80401,0,Jefferson,F,West,,,W,,,Denver West Pkwy,Denver West Blvd,,,,,0,Denver West Pkwy & Denver West Blvd (Stop No. 21061)
-11706742.2424,4828328.7076,7928733,21062,-105.16344467,39.74066569,3094645.69448,1694842.57158,active,20,Denver West Pkwy & Denver West Dr,SW,2013,2013/08/07 00:00:00+00,75,,0,M,Lakewood,39-313-01-047,80401,-1,Jefferson,N,West,,,N,,TERMINAL,Denver West Pkwy,Denver West Dr,,,,Denver West Marriott,0,Denver West Pkwy & Denver West Dr (Stop No. 21062)
-11663234.2664,4819096.7682,7928734,23809,-104.772606,39.676866,3204741.24624699,1672246.93794686,active,133,S Tower Rd & Iliff Ave,S,2002,2002/03/01 00:00:00+00,100,,0,F,Aurora,,80013,0,Arapahoe,F,East,,,SW,,,S Tower Rd,E Iliff Av,,,,,0,S Tower Rd & Iliff Ave (Stop No. 23809)
-11663236.7156,4817898.5375,7928735,23811,-104.772628,39.668581,3204759.21690111,1669229.08871021,active,133,S Tower Rd & S Telluride St,S,2002,2002/03/01 00:00:00+00,125,,0,F,Aurora,,80013,0,Arapahoe,F,East,,,SW,,,S Tower Rd,S Telluride St,,,,,0,S Tower Rd & S Telluride St (Stop No. 23811)
-11663088.3287,4817455.7275,7928736,23812,-104.771295,39.665519,3205143.40225181,1668116.76903102,active,133,Amherst Ave & S Tower Rd,E,2002,2002/03/01 00:00:00+00,250,,0,F,Aurora,,80013,0,Arapahoe,F,East,,,SE,,U POLE,E Amherst Av,S Tower Rd,,,,,0,Amherst Ave & S Tower Rd (Stop No. 23812)
-11662685.3493,4817269.0354,7928737,23813,-104.767675,39.664228,3206166.26532027,1667654.72033493,active,133,Amherst Ave & Bates Ave,SE,2002,2002/03/01 00:00:00+00,100,,0,F,Aurora,,80013,0,Arapahoe,N,East,,,NW,,,S Ceylon Wy,E Bates Av,,,,,0,Amherst Ave & Bates Ave (Stop No. 23813)
-11662370.2063,4816870.0683,7928738,23814,-104.764844,39.661469,3206971.37192188,1666656.19965004,active,133,S Ceylon Way & Columbia Pl,SE,2002,2002/03/01 00:00:00+00,150,,0,F,Aurora,,80013,0,Arapahoe,N,East,,,NW,,IN GREENBELT,S Ceylon Wy,Columbia Pl,,,,,0,S Ceylon Way & Columbia Pl (Stop No. 23814)
-11699702.1662,4823191.7568,7928739,18369,-105.10020264,39.70517275,3112487.3372,1681985.87605,active,99,S Garrison St & W Center Ave,N,2013,2013/05/01 00:00:00+00,65,,0,M,Lakewood,ROW,80226,-1,Jefferson,F,West,,,NE,,,S Garrison St,W Center Av,,,,,0,S Garrison St & W Center Ave (Stop No. 18369)
-11699697.8826,4823578.6607,7928740,18370,-105.10016413,39.70784664,3112493.88461,1682959.91771,active,99,S Garrison St & W Virginia Dr,N,2013,2013/05/01 00:00:00+00,75,,0,M,Lakewood,ROW,80226,-1,Jefferson,F,West,,,SE,,,S Garrison St,W Virginia Dr,,,,,0,S Garrison St & W Virginia Dr (Stop No. 18370)
-11669309.4974,4815640.9942,7928741,18374,-104.82718072,39.65296882,3189444.73553,1663424.02376,active,133,Hampden Ave & Hamilton Dr,E,2010,2010/12/15 00:00:00+00,175,,0,F,Aurora,,80014,-1,Arapahoe,F,East,,,SW,,AUGUST 2010,E Hampden Av,E Hamilton Dr,,,,,0,Hampden Ave & Hamilton Dr (Stop No. 18374)
-11668445.3573,4815641.5971,7928742,18375,-104.819418,39.652973,3191630.42143551,1663441.82879364,active,133,Hampden Ave & S Dawson St,E,2002,2002/03/01 00:00:00+00,75,,0,F,Aurora,,80014,0,Arapahoe,F,East,,,SE,,,E Hampden Av,S Dawson St,,,,,0,Hampden Ave & S Dawson St (Stop No. 18375)
-11681473.7489,4829840.8381,7928743,10570,-104.936454,39.75111,3158455.48992355,1698963.27600206,active,20,23rd Ave & Birch St,W,2002,2002/03/01 00:00:00+00,75,,0,B,Denver,,80207,0,Denver,F,East,,,NW,,,E 23rd Ave,Birch St,,,,,0,23rd Ave & Birch St (Stop No. 10570)
-11691025.7322,4827613.4143,7928744,34264,-105.02226089,39.73572458,3134358.38394,1693220.64278,active,PLFX,W Holden Pl & Decatur St,W,2013,2013/05/01 00:00:00+00,110,,0,C,Denver,,80204,-1,Denver,F,West,,,NW,Future,APR13,W Holden Pl,Decatur St,,,,,,W Holden Pl & Decatur St (Stop No. 34264)
-11703128.7106,4887384.8343,7928745,34665,-105.13098373,40.14739088,3103172.41212,1843046.56274,active,323,Hover St & Village at The Peaks Mall {1103},S,2015,2015/12/18 00:00:00+00,60,,0,O,Longmont,,80503,-1,Boulder,N,North,,,,Future,AUGUST 2015,Hover St,Village at the Peaks Mall,,,,,,Hover St & Village at The Peaks Mall {1103} (Stop No. 34665)
-11659931.1548,4836219.2706,7928746,34804,-104.74293361,39.79514863,3212733.95473,1715400.32226,active,45,Maxwell Pl & Malaya St,E,2016,2016/08/23 00:00:00+00,95,,0,B,Denver,,80249,-1,Denver,F,East,,,NW,Future,JANUARY 2016,max,,,,,,,Maxwell Pl & Malaya St (Stop No. 34804)
-11699624.7438,4836958.0246,7928747,34966,-105.09950712,39.8002474,3112530.34828,1716619.3182,active,72,W 57th Ave & Garrison St,W,2020,2020/06/09 00:00:00+00,150,,0,L,Arvada,,80002,-1,Jefferson,N,West,,,NE,Future,OCT 2016,W 57th Ave,Garrison St,,,,,,W 57th Ave & Garrison St (Stop No. 34966)
-11699977.6402,4836877.6138,7928748,34969,-105.10267725,39.79969244,3111640.49841,1716413.24932,active,72,W 57th Ave & W 56th Pl,E,2016,2016/12/20 00:00:00+00,275,,0,L,Arvada,,80002,-1,Jefferson,N,West,,,SW,Future,OCT 2016,W 57th Ave ,W 56th Pl,,,,,,W 57th Ave & W 56th Pl (Stop No. 34969)
-11671218.9781,4828423.2218,7928749,34196,-104.84433386,39.74131853,3184382.768,1695570.43973,active,20,16th Ave & Quentin St,E,2012,2012/11/17 00:00:00+00,75,,0,B,Aurora,,80045,-1,Adams,F,East,,,SE,Future,AUG 12,16th Ave,Quentin St,,,,,,16th Ave & Quentin St (Stop No. 34196)
-11688609.7346,4830171.4976,7928750,34343,-105.00055762,39.75339369,3140426.72293,1699689.69282,active,"120X, 104X, 0, 15, LX, FF, LD",Union Station {Dropoff Union Station Se},N,2014,2014/07/22 00:00:00+00,75,,999,C,Denver,,80202,89,Denver,A,West,,,,Future,AUGUST 2013,Union Station,,,6,Union,Union Station Transit Center,,Union Station {Dropoff Union Station Se} (Stop No. 34343)
-11700254.4305,4866510.4756,7928751,34415,-105.10516366,40.00390347,3110618.54268,1790802.01683,active,225,Diamond Cir & Black Diamond Dr,W,2015,2015/03/04 00:00:00+00,125,,0,I,Lafayette,,80026,-1,Boulder,F,North,,,NW,Future,AUGUST 2014 SERVICE CHANGE,Diamond Cir,Black Diamond Dr,,,,,,Diamond Cir & Black Diamond Dr (Stop No. 34415)
-11701422.2998,4887663.5233,7928752,34186,-105.1156548,40.1493045,3107455.21801,1843761.52068,active,323,S Sherman St & Iowa St {1103},S,2012,2012/10/28 00:00:00+00,1100,650,0,I,Longmont,,80501,-1,Boulder,M,North,,,,Future,JAN13,S Sherman St,Ken Pratt Blvd,Iowa St,,,First Transit North,,S Sherman St & Iowa St {1103} (Stop No. 34186)
-11701184.155,4887931.2519,7928753,34187,-105.11351549,40.15114281,3108050.47357,1844433.80953,active,323,Grand Ave & S Lincoln St {1103},E,2012,2012/10/28 00:00:00+00,50,,0,I,Longmont,,80501,-1,Boulder,F,North,,,SW,Future,JAN13,Grand Ave,S Lincoln St,,,,,,Grand Ave & S Lincoln St {1103} (Stop No. 34187)
-11719385.9257,4868433.0882,7928754,34279,-105.27702478,40.01713188,3062457.71537,1795457.51399,active,"204, 208",Downtown Boulder Station Gate G,S,2016,2016/05/04 00:00:00+00,75,,999,O,Boulder,,80302,96,Boulder,F,North,,,,Future,AUG `13,14th St,Walnut,,28,Boul,Downtown Boulder Station,,Downtown Boulder Station Gate G (Stop No. 34279)
-11659262.4883,4834339.0382,7928755,34850,-104.73692689,39.78216985,3214461.50143,1710686.75738,active,42,Orleans St & Green Valley Ranch Blvd,N,2016,2016/09/06 00:00:00+00,50,,0,B,Denver,,80249,-1,Denver,F,East,,,,Future,JANUARY 2016,orl,,,,,,,Orleans St & Green Valley Ranch Blvd (Stop No. 34850)
-11700029.2663,4864037.6947,7928756,34336,-105.10314097,39.98688591,3111212.30453,1784604.92974,active,DASH,South Boulder Rd & Angevine Way,E,2016,2016/10/06 00:00:00+00,65,,0,I,Lafayette,,80026,-1,Boulder,F,North,,,SW,Future,AUG13,w south boulder rs,minotaur cir,,,,,,South Boulder Rd & Angevine Way (Stop No. 34336)
-11699462.2918,4886492.3503,7928757,34979,-105.09804776,40.14126224,3112390.72571,1840852.79634,active,324,S Collyer St & Quebec St {1103},N,2016,2016/10/12 00:00:00+00,75,,0,I,Longmont,,80501,-1,Boulder,N,North,,,NE,Future,AUGUST 2016,S COLLYER ST,QUEBEC ST,,,,,,S Collyer St & Quebec St {1103} (Stop No. 34979)
-11687158.5051,4830217.8089,7928758,25203,-104.98752101,39.75371352,3144091.49191,1699826.61098,active,"48, 44",Broadway & Arapahoe St,SW,2015,2015/04/07 00:00:00+00,125,,0,A,Denver,,80205,-1,Denver,F,East,,,NW,,JANUARY 2015,Broadway,Lawrence St,,,,,0,Broadway & Arapahoe St (Stop No. 25203)
-11697635.5601,4816984.4067,7928759,17042,-105.081638,39.66225971,3117782.64877,1666377.98633,active,"76, 30",S Wadsworth Blvd & W Dartmouth Ave,S,2015,2015/02/04 00:00:00+00,150,,0,M,Lakewood,49-352-01-001,80227,-1,Jefferson,N,West,,,SW,,JANUARY 2015,S Wadsworth Blvd,W Dartmouth Av,,,,,0,S Wadsworth Blvd & W Dartmouth Ave (Stop No. 17042)
-11697597.6013,4816452.0281,7928760,17046,-105.081297,39.658578,3117884.83198645,1665037.34628665,active,"76, 30",S Wadsworth Blvd & W Eastman Pl,N,2002,2002/03/01 00:00:00+00,75,,0,D,Lakewood,ROW,80227,0,Jefferson,F,West,,,NE,,,S Wadsworth Blvd,W Eastman Pl,,,,,0,S Wadsworth Blvd & W Eastman Pl (Stop No. 17046)
-11714656.5916,4863877.0513,7928761,34195,-105.23454047,39.98578023,3074391.36562,1784067.90163,active,FF,US 36 & Table Mesa Station Gate A,E,2016,2016/01/11 00:00:00+00,5,,999,O,Boulder,,80305,47,Boulder,A,North,,,,Future,APR13 TABLE MESA DR TO HWY36 ONRAMP,Table Mesa Dr,Hwy 36,,,,Table Mesa,,US 36 & Table Mesa Station Gate A (Stop No. 34195)
-11685267.2971,4830866.5895,7928762,22714,-104.970532,39.758194,3148858.65396414,1701486.08571864,active,28,29th Ave & Lafayette St,E,2002,2002/03/01 00:00:00+00,75,,0,B,Denver,,80205,0,Denver,F,East,,,SE,,,E 29th Ave,Lafayette St,,,,,0,29th Ave & Lafayette St (Stop No. 22714)
-11697019.2984,4831427.29,7928763,10918,-105.076102,39.762066,3119171.56349826,1702740.79134925,active,32,W 32nd Ave & Teller St,E,2003,2003/05/01 00:00:00+00,175,,0,M,Wheat Ridge,ROW,80033,0,Jefferson,F,West,,,SE,,,W 32nd Av,Teller St,,,,,0,W 32nd Ave & Teller St (Stop No. 10918)
-11699358.008,4832470.7284,7928764,10984,-105.097111,39.769271,3113253.64804621,1705338.47238823,active,38,8900 Block W 38th Ave,E,2002,2002/03/01 00:00:00+00,45,,0,M,Wheat Ridge,ROW,80033,0,Jefferson,M,West,,,SW,,,W 38th Av,Estes St,,,,,0,8900 Block W 38th Ave (Stop No. 10984)
-11662377.2199,4816302.082,7928765,23815,-104.764907,39.657541,3206965.21309228,1665225.29512459,active,133,S Ceylon Way & Eldorado Pl,S,2002,2002/03/01 00:00:00+00,150,,0,F,Aurora,,80013,0,Arapahoe,F,East,,,SW,,AT PROPERTY LINE,S Ceylon Wy,Eldorado Pl,,,,,0,S Ceylon Way & Eldorado Pl (Stop No. 23815)
-11663203.3221,4817904.1768,7928766,23824,-104.772328,39.66862,3204843.55295567,1669243.97069723,active,133,S Tower Rd & S Telluride St,N,2002,2002/03/01 00:00:00+00,100,,0,F,Aurora,1975-27-2-00-011,80013,0,Arapahoe,N,East,,,SE,,,S Tower Rd,S Telluride St,,,,,0,S Tower Rd & S Telluride St (Stop No. 23824)
-11663201.7617,4818457.6448,7928767,23825,-104.772314,39.672447,3204836.32782521,1670637.98056217,active,133,S Tower Rd & Dickenson Pl,N,2002,2002/03/01 00:00:00+00,125,,0,F,Aurora,1975-27-2-00-011,80013,0,Arapahoe,F,East,,,NE,,,S Tower Rd,E Dickenson Pl,,,,,0,S Tower Rd & Dickenson Pl (Stop No. 23825)
-11691122.8147,4851386.2695,7928768,25542,-105.023133,39.899753,3133799.46858526,1752970.78779034,active,112,W 112th Ave & Decatur St,W,2004,2004/05/01 00:00:00+00,75,,0,J,Westminster,,80234,0,Adams,F,North,,,NW,,,W 112th Av,Decatur St,,,,,0,W 112th Ave & Decatur St (Stop No. 25542)
-11691041.5099,4851351.9074,7928769,25543,-105.02240264,39.89951619,3134004.84542,1752885.59613,active,112,W 112th Ave & Decatur Dr,E,2010,2010/05/03 00:00:00+00,45,,0,J,Westminster,,80234,0,Adams,F,North,,,SE,,JANUARY 2010,W 112th Ave,Decatur St,,,,,0,W 112th Ave & Decatur Dr (Stop No. 25543)
-11684814.3357,4824045.3801,7928770,25549,-104.966463,39.711072,3150103.43961783,1684328.02280414,active,3,Alameda Ave & S Williams St,E,2004,2004/05/01 00:00:00+00,50,,0,A,Denver,,80209,0,Denver,F,East,,,SE,,,E Alameda Av,S Williams St,,,,,0,Alameda Ave & S Williams St (Stop No. 25549)
-11697637.2331,4826519.1605,7928771,17061,-105.081653,39.728165,3117667.87477108,1690384.58036095,active,"76, 9",Wadsworth Blvd & Highland Dr,S,2002,2002/03/01 00:00:00+00,100,,0,M,Lakewood,ROW,80214,0,Jefferson,F,West,,,SW,,,Wadsworth Blvd,Highland Dr,,,,,0,Wadsworth Blvd & Highland Dr (Stop No. 17061)
